MR,-130,-202,0
MS,-368,8,1
MT,-96,212,0
MU,340,61,0
MV,186,-50,0
MW,-190,-336,1
MX,-117,-181,0
MY,330,245,1
MZ,224,-17,0
NNA,-44,32,1
NB,286,11,1
NC,-205,-56,1
ND,-364,-271,1
NE,-313,-44,1
NF,-366,-291,1
NG,-357,184,0
NH,-40,120,1
NI,256,93,1
NJ,-36,311,1
NK,-371,243,0
NL,-387,278,0
NM,-190,279,1
NN,206,-221,1
NO,11,145,1
NP,371,145,1
NQ,-14,244,1
NR,-253,55,1
NS,-89,246,0
NT,98,218,0
