213,XG,3
214,MV,1
215,XT,1
216,SD,1
217,RG,2
218,RG,1
219,VQ,2
220,ZG,1
221,JB,3
222,VM,3
223,YM,2
224,OL,3
225,LO,1
226,TD,3
227,AE,3
228,XV,3
229,GE,3
230,WJ,1
231,OA,3
232,YU,3
233,XY,2
234,BP,3
235,ZA,3
236,JU,1
237,XK,3
238,ZX,1
239,TF,1
240,AU,3
241,YO,1
242,LS,3
243,CK,1
244,TY,2
245,GR,2
246,AD,2
247,ZU,2
248,EW,3
249,VH,1
250,NJ,2
251,JU,1
252,VH,2
253,LU,1
254,FS,1
255,SI,2
256,RB,3
257,GJ,3
258,XK,2
259,AC,1
260,FO,3
261,FG,2
262,FB,2
263,XP,1
264,OQ,3
265,SP,3
266,IT,1
267,GD,3
268,ZK,2
269,NJ,3
270,VW,2
271,HA,2
272,EJ,1
273,JU,3
274,QV,3
275,FL,1
276,VS,1
277,PO,2
278,AR,3
279,OR,2
280,IA,1
281,CE,1
282,XY,3
283,WJ,3
284,XM,3
285,BA,1
286,GF,2
287,IV,1
288,XB,3
289,KY,1
290,QE,2
291,TN,1
292,MA,2
293,LX,1
294,BG,3
295,YG,2
296,ZR,3
297,HX,1
298,BH,3
299,GZ,1
300,JY,1
301,FW,2
302,VU,2
303,HF,3
304,EC,2
305,SZ,1
306,FK,1
307,FG,3
308,HZ,1
309,NL,2
310,DP,2
311,OF,2
312,RF,1
313,DS,3
314,LE,1
315,TS,2
316,EB,2
317,NL,1
318,GQ,3
319,JS,2
320,MM,3
321,AS,3
322,DJ,1
323,PC,1
324,VX,3
325,BN,3
326,ZD,2
327,CN,3
328,RL,3
329,LH,3
330,OO,1
331,BT,2
332,ZE,2
333,ZY,2
334,CI,1
335,US,1
336,WN,2
337,EG,2
338,GJ,2
339,HV,2
340,PZ,1
341,FR,2
342,OG,2
343,YF,1
344,MK,3
345,LY,2
346,YJ,1
347,FS,3
348,EO,2
349,JC,2
350,FU,2
351,BP,3
352,DC,3
353,EO,2
354,EH,3
355,PZ,2
356,ON,3
357,BQ,2
358,KT,3
359,BA,3
360,RV,2
361,KQ,3
362,DY,1
363,SS,1
364,CG,3
365,XF,3
366,ZZ,1
367,RX,3
368,GC,3
369,VA,1
370,QF,2
371,NI,3
372,GN,2
373,NX,2
374,QD,3
375,UW,3
376,EX,1
377,AC,3
378,DL,1
379,ZL,1
380,YB,2
381,RK,2
382,TU,2
383,IX,1
384,ES,3
385,GT,2
386,DL,3
387,BU,2
388,KG,2
389,YY,2
390,QU,2
391,KL,1
392,QX,3
393,PH,2
394,TG,2
395,JS,1
396,UA,1
397,HC,2
398,AO,1
399,FB,3
400,KZ,3
401,DK,1
402,DU,1
403,BM,3
404,VC,3
405,BR,3
406,KV,2
407,AZ,1
408,UA,3
409,GT,1
410,PJ,1
411,SG,1
412,XT,2
413,ZN,2
414,IT,2
415,IL,2
416,QC,1
417,MO,3
418,TO,2
419,JH,1
420,WH,3
421,NJ,2
422,DT,3
423,XG,1
424,SA,2
425,TE,2
426,WL,2
427,RG,3
428,GF,2
429,EN,1
430,WL,1
431,CK,2
432,UO,2
433,CP,2
434,YX,2
435,VF,1
436,AJ,3
437,AF,2
438,DW,2
439,MW,3
440,WQ,1
441,KN,3
442,AW,3
443,RQ,2
444,UG,1
445,QR,2
446,IR,3
447,YA,2
448,PZ,3
449,SL,3
450,FK,3
451,DC,3
452,UA,1
453,UQ,1
454,MB,1
455,TN,3
456,CJ,2
457,RR,3
458,BN,1
459,QA,3
460,GN,3
461,VI,2
462,JM,3
463,AU,1
464,PN,2
465,AR,3
466,YT,3
467,OR,2
468,LM,1
469,EF,1
470,IF,3
471,CI,1
472,WT,3
473,FG,2
474,FO,1
475,BY,1
476,CQ,1
477,AC,2
478,WQ,1
479,JL,1
480,OZ,1
481,MG,1
482,JO,2
483,EN,1
484,CA,3
485,ET,3
486,VY,1
487,RS,2
488,KV,3
489,MM,1
490,TK,1
491,DN,2
492,ZT,3
493,NN,1
494,TI,2
495,MX,1
496,FB,2
497,EX,1
498,VJ,3
499,OD,2
500,QQ,1
501,XB,3
502,TF,2
503,AF,2
504,GG,3
505,TG,2
506,DJ,3
507,VN,3
508,EO,3
509,DJ,2
510,XE,2
511,OZ,3
512,FT,3
513,BU,1
514,BY,2
515,NP,1
516,LS,2
517,DN,2
518,OY,3
519,OL,2
520,BZ,2
521,AC,2
522,HJ,1
523,HN,2
524,TN,2
525,EG,1
526,FA,1
527,XH,3
528,VF,2
529,TR,2
530,XL,2
531,SS,1
532,PC,3
533,LL,3
534,KJ,2
535,IJ,3
536,HL,1
537,QH,1
538,CU,1
539,PR,3
540,OG,2
541,YB,3
542,KL,3
543,HV,2
544,K,1
545,D,1
546,D,3
547,H,3
548,K,1
549,Z,1
550,Q,3
551,W,1
552,U,2
553,F,2
554,J,2
555,T,1
556,K,2
557,D,2
558,E,3
559,Y,2
560,Q,2
561,P,3
562,I,3
563,B,2
564,C,2
565,K,1
566,N,1
567,P,3
568,I,3
569,R,3
570,M,1
571,A,3
572,G,1
573,V,1
574,A,1
575,I,3
576,W,2
577,Z,2
578,B,1
579,G,3
580,Y,3
581,Q,1
582,K,3
583,C,2
584,R,2
585,G,2
586,T,3
587,Z,2
588,J,2
589,S,1
590,I,2
591,B,3
592,D,1
593,D,2
594,A,2
595,Q,1
596,G,2
597,Y,3
598,A,1
599,A,1
600,T,2
601,P,1
602,M,3
603,E,1
604,S,1
605,U,3
606,Z,3
607,E,3
608,O,3
609,V,2
610,O,3
611,E,1
612,A,3
613,I,1
614,H,1
615,E,2
616,H,1
617,Q,2
618,O,1
619,R,3
620,D,3
621,E,1
622,W,3
623,V,2
624,C,3
625,P,2
626,H,2
627,I,1
628,T,3
629,F,2
630,H,3
631,J,1
632,B,3
633,Y,1
634,H,2
635,D,2
636,J,3
637,F,1
638,N,2
639,S,1
640,P,1
641,O,2
642,F,3
643,Q,1
644,X,2
645,H,2
646,U,2
647,R,2
648,S,1
649,L,3
650,R,2
651,Y,2
652,V,2
653,F,3
654,K,1
655,L,2
656,A,1
657,X,2
658,W,1
659,M,3
660,H,1
661,J,1
662,J,3
663,A,3
664,B,2
665,K,1
666,Y,2
667,U,2
668,I,2
669,S,1
670,X,3
671,H,3
672,B,3
673,H,3
674,E,3
675,H,1
676,N,2
677,S,2
678,O,2
679,G,1
680,T,2
681,Y,2
682,U,1
683,V,1
684,T,3
685,W,2
686,I,2
687,O,3
688,V,1
689,D,3
690,O,2
691,X,3
692,Y,3
693,D,1
694,L,2
695,P,2
696,T,2
697,M,3
698,R,3
699,Q,1
700,K,2
701,Y,3
702,E,2
703,V,3
704,H,3
705,R,3
706,O,1
707,Q,1
708,L,2
709,G,2
710,E,2
711,P,3
712,D,2
713,V,2
714,A,2
715,S,1
716,O,3
717,M,2
718,B,1
719,M,1
720,R,2
721,W,1
722,X,1
723,V,3
724,B,1
725,L,2
726,X,3
727,P,3
728,F,3
729,N,3
730,C,1
731,T,3
732,G,2
733,G,3
734,T,1
735,Z,3
736,U,3
737,R,2
738,L,1
739,B,1
740,D,3
741,E,3
742,D,3
743,O,2
744,A,3
745,Y,1
746,Z,2
747,H,3
748,H,2
749,V,2
750,B,2
751,C,2
752,C,1
753,L,3
754,N,3
755,P,1
756,C,2
757,A,3
758,I,1
759,S,3
760,U,3
761,A,3
762,H,1
763,N,3
764,H,3
765,T,1
766,I,3
767,I,3
768,Q,2
769,U,3
770,Y,1
771,W,1
772,C,2
773,Z,2
774,Y,1
775,P,3
776,T,3
777,I,3
778,Q,3
779,Q,1
780,I,1
781,Y,1
782,M,3
783,Q,3
784,K,2
785,C,2
786,Y,1
787,F,1
788,V,3
789,M,2
790,V,2
791,C,1
792,B,2
793,G,3
794,A,3
795,Z,2
796,Z,1
797,E,3
798,C,2
799,N,1
800,W,1
801,J,2
802,L,3
803,N,2
804,M,3
805,D,1
806,Y,3
807,AO,3
808,UI,1
809,YY,2
810,VA,3
811,XM,2
812,CQ,3
813,QV,2
814,EQ,3
815,LN,2
816,BB,2
817,EO,3
818,FY,3
819,LL,2
820,OP,2
821,NE,1
822,IT,3
823,UP,2
824,DT,2
825,VA,3
826,UH,2
827,QF,3
828,OJ,1
829,IO,1
830,IK,1
831,UW,3
832,RG,1
833,AD,2
834,FX,2
835,AI,3
836,EO,2
837,XG,2
838,YN,2
839,XM,3
840,FR,1
841,BE,2
842,EX,1
843,IP,1
844,XQ,1
845,KX,1
846,BS,2
847,NU,3
848,SM,2
849,XT,3
850,YV,2
851,JZ,2
852,WC,2
853,UX,3
854,MO,1
855,RT,1
856,AF,2
857,US,3
858,ZV,2
859,HN,1
860,WC,1
861,VG,2
862,HO,3
863,PG,2
864,XV,1
865,LE,2
866,NY,2
867,AL,3
868,RO,2
869,NE,2
870,BJ,1
871,PH,2
872,AJ,1
873,MK,1
874,XW,1
875,DJ,2
876,RN,3
877,ZV,2
878,QQ,3
879,BC,3
880,ZX,1
881,QX,1
882,KM,2
883,WY,1
884,KC,3
885,ZO,2
886,AI,3
887,SD,3
888,BE,1
889,KL,2
890,ZQ,1
891,XT,3
892,WS,3
893,LC,3
894,EW,2
895,DR,1
896,PI,1
897,UL,3
898,VH,1
899,WZ,2
900,SG,3
901,JB,3
902,HM,1
903,XL,1
904,SV,2
905,NP,1
906,FS,3
907,BP,1
908,RZ,1
909,HS,2
910,NP,3
911,EF,1
912,GE,3
913,PA,2
914,UA,1
915,UU,2
916,MA,1
917,BQ,2
918,CY,1
919,BC,1
920,LB,2
921,DG,1
922,QM,3
923,II,2
924,EX,2
925,NR,3
926,XR,3
927,SB,2
928,LW,2
929,BO,3
930,IY,2
931,EY,3
932,AH,3
933,AX,3
934,BG,2
935,UA,3
936,XB,2
937,CX,1
938,UN,2
939,UK,3
940,MQ,1
941,UB,2
942,AF,2
943,UI,1
944,YB,2
945,FK,2
946,MC,1
947,LW,3
948,LJ,1
949,UH,1
950,FK,1
951,FZ,2
952,VN,3
953,UL,2
954,EV,2
955,TM,1
956,QT,2
957,VI,2
958,ME,3
959,DO,1
960,WY,1
961,CS,2
962,KX,1
963,TH,3
964,JW,2
965,PY,3
966,DU,2
967,SZ,3
968,CL,3
969,XL,3
970,GA,1
971,WD,1
972,HX,3
973,QK,3
974,XY,2
975,AV,3
976,GJ,2
977,QG,1
978,FY,2
979,KQ,2
980,IY,1
981,AX,3
982,GW,2
983,AK,2
984,RW,3
985,ZD,2
986,IR,3
987,XU,1
988,CC,2
989,KP,2
990,OB,3
991,CX,2
992,ZU,3
993,FS,1
994,YX,3
995,SE,1
996,GF,3
997,TV,1
998,WL,3
999,HE,2
1000,CE,3
1001,PR,3
1002,FO,3
1003,UL,3
1004,CN,3
1005,MH,1
1006,ID,3
1007,RN,3
1008,ZP,2
1009,KT,1
1010,KE,1
1011,XO,1
1012,PK,3
1013,MI,3
1014,NQ,1
1015,FS,1
1016,XC,3
1017,SY,2
1018,OG,2
1019,UE,3
1020,GU,1
1021,VT,2
1022,DT,3
1023,KH,3
1024,LU,3
1025,CN,1
1026,NG,1
1027,RK,1
1028,ER,1
1029,RN,2
1030,UA,2
1031,AU,2
1032,DP,2
1033,DK,2
1034,OU,3
1035,ZN,1
1036,ZY,3
1037,DZ,3
1038,CI,3
1039,WM,2
1040,GJ,1
1041,FS,1
1042,PN,1
1043,XG,1
1044,PT,2
1045,YN,2
1046,BJ,1
1047,KX,2
1048,WL,2
1049,NW,1
1050,MS,3
1051,EG,1
1052,LI,2
1053,ZV,3
1054,UE,3
1055,EK,2
1056,KH,3
1057,WA,2
1058,BI,3
1059,VX,3
1060,QW,1
1061,RO,3
1062,KY,3
1063,NW,3
1064,UZ,1
1065,YB,1
1066,PS,1
1067,WI,1
1068,MX,3
1069,SR,1
1070,VG,3
1071,OS,1
1072,PF,2
1073,JU,1
1074,SB,3
1075,HN,3
1076,WV,2
1077,EB,1
1078,BY,1
1079,SZ,3
1080,CU,1
1081,FQ,2
1082,BQ,2
1083,MF,3
1084,KR,1
1085,TL,3
1086,EY,2
1087,AO,3
1088,TA,1
1089,UY,1
1090,DA,2
1091,IV,2
1092,AP,3
1093,TI,3
1094,MD,3
1095,VI,3
1096,ZW,1
1097,VP,3
1098,GY,1
1099,KT,3
1100,FA,1
1101,ZC,1
1102,NU,3
1103,LU,3
1104,XU,1
1105,XZ,2
1106,NN,3
1107,KP,2
1108,FL,1
1109,PP,3
1110,SL,3
1111,BX,2
1112,AF,2
1113,BX,1
1114,EK,2
1115,EV,3
1116,KL,1
1117,TW,1
1118,DO,3
1119,MZ,2
1120,SV,2
1121,TD,1
1122,YV,2
1123,KQ,2
1124,MT,1
1125,MD,2
1126,IV,1
1127,JL,1
1128,ML,2
1129,XO,3
1130,XT,3
1131,ML,3
1132,PO,3
1133,OC,3
1134,HQ,3
1135,HB,3
1136,NX,3
1137,BU,3
1138,LO,3
1139,TE,2
1140,TN,1
1141,HV,2
1142,RF,3
1143,TC,2
1144,UN,1
1145,KL,1
1146,XY,2
1147,IS,3
1148,NL,1
1149,OW,1
1150,GB,3
1151,VG,3
1152,RN,1
1153,PD,2
1154,QJ,1
1155,DT,2
1156,BL,2
1157,XM,2
1158,VR,1
1159,XQ,2
1160,WY,3
1161,KB,2
1162,MJ,3
1163,UO,2
1164,SZ,1
1165,NR,2
1166,GM,3
1167,TI,2
1168,JN,3
1169,HB,3
1170,UP,2
1171,RQ,3
1172,HC,1
1173,NP,3
1174,KM,2
1175,KN,1
1176,QQ,1
1177,YT,2
1178,SW,2
1179,SW,3
1180,QG,1
1181,GN,2
1182,WY,2
1183,IB,2
1184,CB,1
1185,WF,3
1186,VT,2
1187,SO,3
1188,XT,1
1189,DR,3
1190,PJ,2
1191,KU,2
1192,TD,1
1193,IC,1
1194,HL,2
1195,UK,3
1196,YC,1
1197,OS,1
1198,ND,2
1199,HN,2
1200,OE,1
1201,LS,1
1202,ON,1
1203,YY,1
1204,DX,2
1205,QQ,2
1206,XN,3
1207,CQ,1
1208,DW,2
1209,WQ,1
1210,EF,2
1211,KX,2
1212,YP,1
1213,XP,2
1214,XM,3
1215,LB,1
1216,HG,2
1217,YV,3
1218,CH,1
1219,SW,2
1220,JS,1
1221,CP,1
1222,XX,1
1223,XE,1
1224,UK,2
1225,VA,2
1226,UY,3
1227,FM,1
1228,HI,2
1229,AC,3
1230,NM,3
1231,PB,3
1232,AW,1
1233,UN,1
1234,MD,1
1235,MJ,3
1236,BW,2
1237,TT,3
1238,FB,1
1239,SJ,1
1240,HP,1
1241,ES,1
1242,TU,2
1243,FB,3
1244,CK,3
1245,VH,1
1246,GN,3
1247,DK,3
1248,KA,1
1249,AB,2
1250,UP,2
1251,TW,2
1252,KH,3
1253,ZH,1
1254,FT,3
1255,TT,3
1256,JE,3
1257,KM,3
1258,KW,3
1259,ZK,2
1260,BC,1
1261,FQ,2
1262,YB,3
1263,CY,3
1264,FU,3
1265,UJ,2
1266,JO,3
1267,IF,3
1268,AW,3
1269,IK,3
1270,ZR,1
1271,OE,1
1272,BD,3
1273,KV,2
1274,UE,3
1275,JI,3
1276,HX,1
1277,ZK,1
1278,SO,1
1279,TX,2
1280,EE,1
1281,WB,1
1282,FC,1
1283,EM,3
1284,RI,1
1285,GY,1
1286,BJ,2
1287,GW,2
1288,CD,3
1289,OQ,3
1290,IO,2
1291,XE,1
1292,PD,1
1293,EX,2
1294,ES,2
1295,OX,1
1296,DB,1
1297,HG,1
1298,XK,2
1299,QA,2
1300,RB,1
1301,SA,3
1302,GI,3
1303,YX,1
1304,YD,1
1305,HO,3
1306,MO,2
1307,TR,1
1308,XK,3
1309,EN,1
1310,PF,2
1311,XF,2
1312,DD,1
1313,ND,1
1314,FU,3
1315,ZA,2
1316,HG,2
1317,WA,2
1318,WL,1
1319,AU,1
1320,GP,1
1321,AQ,3
1322,TS,3
1323,FW,3
1324,QX,2
1325,WL,2
1326,VH,2
1327,NX,3
1328,MD,1
1329,XN,3
1330,BH,3
1331,MF,3
1332,DP,3
1333,OD,1
1334,AD,2
1335,RS,1
1336,XF,1
1337,EA,1
1338,HW,1
1339,OZ,3
1340,TN,1
1341,ST,1
1342,BA,1
1343,ZE,2
1344,NL,3
1345,EC,1
1346,XS,1
1347,TS,2
1348,XB,3
1349,RU,2
1350,MF,1
1351,NU,2
1352,US,3
1353,RP,2
1354,WB,2
1355,WX,2
1356,YU,3
1357,PT,1
1358,JU,1
1359,TR,2
1360,BM,3
1361,BP,2
1362,OC,2
1363,ZM,1
1364,CU,1
1365,WT,2
1366,ZC,2
1367,AU,1
1368,OB,3
1369,CF,3
1370,TX,2
1371,JK,1
1372,YX,1
1373,BM,3
1374,LH,1
1375,TK,1
1376,RK,3
1377,WI,1
1378,HB,2
1379,VJ,3
1380,GJ,2
1381,UJ,3
1382,JT,3
1383,OY,2
1384,SK,3
1385,PQ,3
1386,JG,3
1387,AE,1
1388,KU,3
1389,HL,3
1390,MU,2
1391,RX,3
1392,TF,1
1393,DZ,1
1394,OU,3
1395,123,1
1396,RP,3
1397,HB,2
1398,AL,2
1399,HH,1
1400,UY,1
1401,XK,1
1402,ZA,1
1403,VP,1
1404,GJ,2
1405,UN,1
1406,UI,2
1407,QX,1
1408,QJ,2
1409,GG,1
1410,WZ,2
1411,WG,2
1412,FS,3
1413,LG,2
1414,MH,1
1415,QH,3
1416,CO,1
1417,MX,3
1418,TQ,1
1419,SU,3
1420,PZ,1
1421,CY,2
1422,UW,3
1423,BG,1
1424,GN,3
1425,ZN,3
1426,XF,3
1427,QJ,1
1428,CH,2
1429,TH,2
1430,AW,3
1431,TH,1
1432,CQ,3
1433,KT,1
1434,IU,1
1435,ZN,3
1436,VY,2
1437,DQ,3
1438,PW,1
1439,MK,2
1440,SD,1
1441,HB,3
1442,GQ,2
1443,OK,1
1444,AV,3
1445,XP,3
1446,LY,2
1447,XY,3
1448,YX,1
1449,GI,2
1450,KT,1
1451,OX,1
1452,DT,2
1453,TA,3
1454,SN,3
1455,UE,1
1456,JV,1
1457,QJ,3
1458,JO,2
1459,DO,1
1460,LE,2
1461,VW,1
1462,TR,1
1463,KN,2
1464,QU,1
1465,ZN,2
1466,YN,1
1467,OT,1
1468,GM,3
1469,IP,1
1470,IJ,1
1471,WH,3
1472,BS,1
1473,XY,1
1474,UY,2
1475,EA,3
1476,OF,2
1477,YZ,2
1478,GZ,3
1479,PU,1
1480,HH,3
1481,KJ,1
1482,NI,3
1483,YW,2
1484,WL,3
1485,HT,3
1486,NB,2
1487,UP,3
1488,VH,1
1489,MH,1
1490,OS,3
1491,NJ,1
1492,OB,2
1493,RI,2
1494,UZ,2
1495,UT,3
1496,XK,1
1497,SA,2
1498,VU,3
1499,JO,2
1500,IU,1
1501,ET,2
1502,BD,1
1503,CT,2
1504,KE,2
1505,CC,2
1506,SX,2
1507,DQ,3
1508,PX,1
1509,OY,3
1510,LX,1
1511,MG,1
1512,LU,2
1513,QL,1
1514,ZO,3
1515,ZO,2
1516,LT,3
1517,JL,3
1518,LM,1
1519,HK,1
1520,EG,1
1521,HL,1
1522,IH,2
1523,FC,2
1524,FZ,3
1525,QG,1
1526,OW,2
1527,BR,3
1528,BO,3
1529,EY,3
1530,XI,2
1531,SH,3
1532,OZ,1
1533,QG,3
1534,SO,2
1535,LS,1
1536,RG,3
1537,NL,2
1538,XB,1
1539,XM,1
1540,IO,2
1541,PF,3
1542,SQ,3
1543,MG,1
1544,SK,2
1545,SC,2
1546,DB,2
1547,TL,3
1548,MX,3
1549,XE,3
1550,FP,3
1551,ML,3
1552,PQ,2
1553,OO,2
1554,LS,2
1555,GE,3
1556,KM,3
1557,DL,3
1558,UK,3
1559,KQ,1
1560,CG,3
1561,VK,2
1562,LG,2
1563,IL,2
1564,BH,1
1565,EQ,1
1566,CE,2
1567,BA,3
1568,YS,3
1569,DT,3
1570,NY,1
1571,QX,1
1572,PO,1
1573,WG,2
1574,EA,3
1575,SH,2
1576,YY,3
1577,CN,2
1578,JG,1
1579,WB,1
1580,XK,3
1581,PN,1
1582,IB,1
1583,BT,1
1584,SE,2
1585,AB,2
1586,LA,3
1587,KV,1
1588,YB,1
1589,GT,2
1590,TU,1
1591,JK,1
1592,VF,1
1593,RW,2
1594,DE,1
1595,OC,1
1596,FG,1
1597,LB,3
1598,VU,2
1599,JY,2
1600,IR,2
1601,LI,2
1602,EG,1
1603,QY,3
1604,VT,2
1605,GP,1
1606,DA,3
1607,DN,1
1608,GX,1
1609,QQ,1
1610,OL,3
1611,II,1
1612,GP,1
1613,MU,3
1614,LW,2
1615,UX,3
1616,HN,1
1617,OO,2
1618,MX,2
1619,IT,1
1620,FB,2
1621,OY,2
1622,PZ,2
1623,IT,3
1624,LG,2
1625,XS,1
1626,YK,2
1627,ST,3
1628,RE,1
1629,RX,2
1630,GM,1
1631,NI,1
1632,ZJ,3
1633,GR,3
1634,YP,2
1635,NH,1
1636,WK,1
1637,BU,3
1638,QU,2
1639,AF,2
1640,XD,2
1641,YB,1
1642,ON,1
1643,FQ,3
1644,BB,2
1645,SJ,2
1646,BU,2
1647,LE,2
1648,YV,2
1649,DB,3
1650,UU,2
1651,QC,1
1652,UI,1
1653,DN,2
1654,RE,3
1655,QM,2
1656,XW,3
1657,GY,2
1658,ER,1
1659,PD,2
1660,CU,1
1661,KQ,1
1662,TX,1
1663,JQ,2
1664,IJ,2
1665,KH,1
1666,BJ,1
1667,EW,1
1668,SJ,3
1669,IC,3
1670,XA,3
1671,MT,2
1672,UJ,3
1673,NI,2
1674,YS,1
1675,RL,3
1676,EQ,2
1677,BO,3
1678,ZG,1
1679,TS,2
1680,NR,1
1681,RW,3
1682,XB,3
1683,XD,3
1684,BA,3
1685,AU,2
1686,RF,1
1687,HX,3
1688,OU,3
1689,UW,3
1690,CD,3
1691,CR,2
1692,SF,1
1693,SR,2
1694,GC,3
1695,YK,3
1696,BQ,2
1697,QJ,3
1698,MC,2
1699,AV,3
1700,RV,3
1701,SF,1
1702,ZR,1
1703,GI,3
1704,YM,2
1705,AD,3
1706,GP,1
1707,BZ,3
1708,AA,3
1709,RB,3
1710,FM,2
1711,LJ,2
1712,RF,3
1713,QQ,3
1714,GD,2
1715,FJ,2
1716,WR,3
1717,SP,1
1718,KJ,3
1719,DT,3
1720,GO,2
1721,ME,3
1722,TS,2
1723,XV,1
1724,XS,2
1725,TB,3
1726,AD,3
1727,SW,3
1728,IC,3
1729,ZY,3
1730,MB,1
1731,RV,1
1732,BH,1
1733,EV,1
1734,PU,1
1735,OM,1
1736,UF,2
1737,LM,3
1738,GU,3
1739,YR,3
1740,MN,1
1741,SX,3
1742,ME,3
1743,MD,3
1744,PP,1
1745,PG,2
1746,CU,3
1747,MX,3
1748,LJ,1
1749,GU,1
1750,ZD,2
1751,YV,3
1752,PW,1
1753,OJ,3
1754,NU,1
1755,ET,2
1756,OQ,2
1757,CA,1
1758,HF,3
1759,IL,3
1760,LR,3
1761,BD,1
1762,RO,2
1763,JO,2
1764,GK,2
1765,LD,1
1766,UE,3
1767,VX,1
1768,US,2
1769,ID,2
1770,BT,2
1771,HA,1
1772,EI,3
1773,NN,3
1774,KL,2
1775,TF,1
1776,TU,1
1777,VP,3
1778,NU,1
1779,QM,1
1780,OK,2
1781,YS,2
1782,QE,1
1783,BC,2
1784,IQ,2
1785,VA,2
1786,EZ,2
1787,QU,2
1788,WG,2
1789,DT,1
1790,AY,2
1791,JS,2
1792,CE,3
1793,EW,1
1794,IA,3
1795,BV,1
1796,OL,2
1797,MC,1
1798,UR,1
1799,DM,2
1800,PX,1
1801,HN,3
1802,TH,3
1803,OP,1
1804,BP,1
1805,TK,3
1806,HZ,3
1807,CY,2
1808,UB,2
1809,AB,3
1810,OR,3
1811,CQ,2
1812,DP,2
1813,JS,1
1814,VQ,1
1815,XI,3
1816,GV,3
1817,VM,3
1818,QZ,1
1819,VC,1
1820,IW,2
1821,CI,2
1822,IR,3
1823,BG,1
1824,YV,2
1825,XD,2
1826,XN,2
1827,HX,1
1828,JY,1
1829,NT,1
1830,WS,3
1831,JM,2
1832,CF,3
1833,HJ,2
1834,LZ,3
1835,ON,3
1836,RQ,1
1837,KC,3
1838,LR,1
1839,ST,2
1840,BK,1
1841,UX,1
1842,SC,3
1843,MK,2
1844,IP,1
1845,HF,3
1846,MD,2
1847,EZ,3
1848,KG,3
1849,TU,1
1850,ZY,2
1851,KB,1
1852,SS,3
1853,WM,1
1854,SQ,3
1855,FF,2
1856,PX,3
1857,NH,1
1858,HA,3
1859,KR,2
1860,VL,2
1861,YX,1
1862,OX,1
1863,HS,3
1864,RT,2
1865,DI,3
1866,EA,1
1867,VT,2
1868,LV,1
1869,ZN,1
1870,JC,3
1871,ZH,1
1872,TR,3
1873,ZO,1
1874,LR,3
